order_id,order_date,expected_delivery_date,actual_delivery_date,supplier_id,product_id,warehouse_id,quantity_ordered,quantity_received,unit_cost_usd,total_cost_usd,order_status,delivery_status,days_late,quality_score,defect_quantity,payment_status,shipping_mode,order_year,order_month,order_month_name,order_quarter,order_year_month,actual_lead_time,fill_rate,is_perfect_order,supplier_name,country,tier,supplier_category,product_name,product_category,warehouse_name,city
PO00050,2023-11-27,2023-12-02,2023-11-29,SUP010,PRD010,WH001,150,142,13.19,1979.18,Delivered,On Time,0.0,4.3,6,Paid,Rail,2023,11,November,4,2023-11,2.0,94.67,0,Bahrain Logistics Hub,Bahrain,B,Packaging,Bubble Wrap Roll 100m,Packaging,Riyadh Central Warehouse,Riyadh
PO00051,2024-10-12,2024-10-30,,SUP014,PRD014,WH001,500,0,65.0,32499.88,In Transit,Pending,,,0,Pending,Sea Freight,2024,10,October,4,2024-10,,0.0,0,Italian Leather Supplies,Italy,A,Textiles,Premium Leather Sheet,Textiles,Riyadh Central Warehouse,Riyadh
PO00052,2023-06-14,2023-07-02,2023-07-02,SUP006,PRD006,WH006,300,277,16.52,4954.87,Delivered,On Time,0.0,3.2,10,Paid,Express Courier,2023,6,June,2,2023-06,18.0,92.33,0,Turkish Components AG,Turkey,A,Components,Circuit Board CB-500,Electronics,Madinah Distribution Center,Madinah
PO00053,2024-04-18,2024-05-07,,SUP007,PRD007,WH002,750,0,33.4,25051.47,In Transit,Pending,,,0,Pending,Sea Freight,2024,4,April,2,2024-04,,0.0,0,Shanghai Electronics Ltd.,China,B,Electronics,LED Display Module,Electronics,Jeddah Port Warehouse,Jeddah
PO00054,2023-07-28,2023-08-14,,SUP005,PRD005,WH003,100,0,81.12,8111.81,Pending,Pending,,,0,Pending,Express Courier,2023,7,July,3,2023-07,,0.0,0,Nile Textiles Co.,Egypt,B,Textiles,Cotton Fabric Roll 50m,Textiles,Dammam Industrial Store,Dammam
PO00055,2023-09-03,2023-09-23,2023-10-02,SUP012,PRD012,WH003,100,94,20.16,2016.31,Delivered,Very Late,9.0,3.2,3,Pending,Road Transport,2023,9,September,3,2023-09,29.0,94.0,0,Jordan Chemical Works,Jordan,C,Chemicals,Sulfuric Acid 10L,Chemicals,Dammam Industrial Store,Dammam
PO00056,2024-06-05,2024-07-04,,SUP012,PRD012,WH004,750,0,18.25,13688.51,Pending,Pending,,,0,Pending,Express Courier,2024,6,June,2,2024-06,,0.0,0,Jordan Chemical Works,Jordan,C,Chemicals,Sulfuric Acid 10L,Chemicals,Dubai Free Zone Hub,Dubai
PO00057,2023-05-29,2023-06-17,2023-06-14,SUP007,PRD007,WH005,1000,926,34.55,34553.25,Delivered,On Time,0.0,3.0,33,Pending,Rail,2023,5,May,2,2023-05,16.0,92.6,0,Shanghai Electronics Ltd.,China,B,Electronics,LED Display Module,Electronics,Jubail Chemical Storage,Jubail
PO00058,2024-07-05,2024-07-25,,SUP008,PRD017,WH003,500,0,22.4,11201.32,Cancelled,Cancelled,,,0,Cancelled,Road Transport,2024,7,July,3,2024-07,,0.0,0,Mumbai Plastics Inc.,India,C,Plastics,Thermal Insulation Foam,Plastics,Dammam Industrial Store,Dammam
PO00059,2023-07-13,2023-07-28,2023-07-29,SUP012,PRD012,WH005,500,469,18.95,9474.77,Delivered,Late,1.0,4.3,19,Paid,Sea Freight,2023,7,July,3,2023-07,16.0,93.8,0,Jordan Chemical Works,Jordan,C,Chemicals,Sulfuric Acid 10L,Chemicals,Jubail Chemical Storage,Jubail
PO00060,2023-05-10,2023-06-09,,SUP009,PRD009,WH001,100,0,216.07,21606.75,Pending,Pending,,,0,Pending,Rail,2023,5,May,2,2023-05,,0.0,0,German Precision GmbH,Germany,A,Machinery Parts,Precision Gear Set PG-10,Machinery,Riyadh Central Warehouse,Riyadh
PO00061,2023-01-16,2023-02-15,2023-02-12,SUP012,PRD012,WH004,500,482,20.22,10111.37,Delivered,On Time,0.0,4.7,20,Pending,Rail,2023,1,January,1,2023-01,27.0,96.4,0,Jordan Chemical Works,Jordan,C,Chemicals,Sulfuric Acid 10L,Chemicals,Dubai Free Zone Hub,Dubai
PO00062,2024-07-08,2024-07-31,2024-08-12,SUP001,PRD001,WH002,100,94,45.44,4543.89,Delivered,Very Late,12.0,4.4,4,Paid,Sea Freight,2024,7,July,3,2024-07,35.0,94.0,0,Al Rajhi Materials Co.,Saudi Arabia,A,Raw Materials,Industrial Valve A-100,Valves,Jeddah Port Warehouse,Jeddah
PO00063,2023-10-28,2023-11-04,2023-11-04,SUP006,PRD006,WH004,100,96,17.12,1711.91,Delivered,On Time,0.0,3.8,3,Pending,Air Freight,2023,10,October,4,2023-10,7.0,96.0,0,Turkish Components AG,Turkey,A,Components,Circuit Board CB-500,Electronics,Dubai Free Zone Hub,Dubai
PO00064,2023-08-26,2023-09-06,2023-09-06,SUP008,PRD017,WH004,750,745,23.18,17383.53,Delivered,On Time,0.0,5.0,11,Pending,Rail,2023,8,August,3,2023-08,11.0,99.33,0,Mumbai Plastics Inc.,India,C,Plastics,Thermal Insulation Foam,Plastics,Dubai Free Zone Hub,Dubai
PO00065,2023-11-06,2023-11-12,2023-11-12,SUP004,PRD016,WH004,250,225,56.92,14229.73,Delivered,On Time,0.0,4.7,4,Paid,Sea Freight,2023,11,November,4,2023-11,6.0,90.0,0,Dubai Steel Industries,UAE,A,Raw Materials,Aluminum Sheet 2mm,Raw Materials,Dubai Free Zone Hub,Dubai
PO00066,2024-09-12,2024-10-09,2024-10-11,SUP012,PRD012,WH003,150,144,19.76,2964.51,Delivered,Late,2.0,4.8,4,Paid,Sea Freight,2024,9,September,3,2024-09,29.0,96.0,0,Jordan Chemical Works,Jordan,C,Chemicals,Sulfuric Acid 10L,Chemicals,Dammam Industrial Store,Dammam
PO00067,2024-08-16,2024-08-28,,SUP006,PRD006,WH001,500,0,15.38,7688.72,In Transit,Pending,,,0,Pending,Air Freight,2024,8,August,3,2024-08,,0.0,0,Turkish Components AG,Turkey,A,Components,Circuit Board CB-500,Electronics,Riyadh Central Warehouse,Riyadh
PO00068,2024-07-06,2024-07-25,2024-08-07,SUP015,PRD015,WH005,250,243,7.57,1893.67,Delivered,Very Late,13.0,3.7,1,Paid,Air Freight,2024,7,July,3,2024-07,32.0,97.2,0,Malay Rubber Industries,Malaysia,B,Plastics,Rubber Gasket Set,Plastics,Jubail Chemical Storage,Jubail
PO00069,2024-11-23,2024-12-07,2024-12-07,SUP012,PRD012,WH005,750,702,19.86,14892.91,Delivered,On Time,0.0,4.5,9,Pending,Road Transport,2024,11,November,4,2024-11,14.0,93.6,0,Jordan Chemical Works,Jordan,C,Chemicals,Sulfuric Acid 10L,Chemicals,Jubail Chemical Storage,Jubail
PO00070,2023-04-21,2023-04-24,,SUP011,PRD011,WH004,300,0,103.29,30987.72,Cancelled,Cancelled,,,0,Cancelled,Air Freight,2023,4,April,2,2023-04,,0.0,0,Oman Mineral Resources,Oman,B,Raw Materials,Copper Wire Spool 500m,Raw Materials,Dubai Free Zone Hub,Dubai
PO00071,2024-10-25,2024-11-06,,SUP002,PRD002,WH006,100,0,3.11,310.71,In Transit,Pending,,,0,Pending,Sea Freight,2024,10,October,4,2024-10,,0.0,0,Gulf Packaging Ltd.,Saudi Arabia,A,Packaging,Corrugated Box 40x30,Packaging,Madinah Distribution Center,Madinah
PO00072,2023-11-08,2023-11-18,,SUP008,PRD008,WH001,150,0,8.57,1285.58,Cancelled,Cancelled,,,0,Cancelled,Road Transport,2023,11,November,4,2023-11,,0.0,0,Mumbai Plastics Inc.,India,C,Plastics,PVC Pipe 3-inch 6m,Plastics,Riyadh Central Warehouse,Riyadh
PO00073,2024-11-17,2024-12-13,2024-12-14,SUP012,PRD012,WH005,250,225,19.95,4987.22,Delivered,Late,1.0,3.7,4,Paid,Sea Freight,2024,11,November,4,2024-11,27.0,90.0,0,Jordan Chemical Works,Jordan,C,Chemicals,Sulfuric Acid 10L,Chemicals,Jubail Chemical Storage,Jubail
PO00074,2024-12-03,2024-12-18,2024-12-16,SUP006,PRD006,WH001,200,192,15.54,3107.59,Delivered,On Time,0.0,4.2,0,Paid,Air Freight,2024,12,December,4,2024-12,13.0,96.0,0,Turkish Components AG,Turkey,A,Components,Circuit Board CB-500,Electronics,Riyadh Central Warehouse,Riyadh
PO00075,2024-08-01,2024-08-10,2024-08-13,SUP004,PRD004,WH005,50,46,128.37,6418.66,Delivered,Late,3.0,5.0,2,Paid,Sea Freight,2024,8,August,3,2024-08,12.0,92.0,0,Dubai Steel Industries,UAE,A,Raw Materials,Steel Beam H200,Steel,Jubail Chemical Storage,Jubail
PO00076,2024-11-07,2024-11-10,,SUP014,PRD014,WH002,200,0,67.49,13498.26,In Transit,Pending,,,0,Pending,Sea Freight,2024,11,November,4,2024-11,,0.0,0,Italian Leather Supplies,Italy,A,Textiles,Premium Leather Sheet,Textiles,Jeddah Port Warehouse,Jeddah
PO00077,2023-06-28,2023-07-24,,SUP005,PRD005,WH002,1000,0,82.2,82199.03,In Transit,Pending,,,0,Pending,Sea Freight,2023,6,June,2,2023-06,,0.0,0,Nile Textiles Co.,Egypt,B,Textiles,Cotton Fabric Roll 50m,Textiles,Jeddah Port Warehouse,Jeddah
PO00078,2024-05-02,2024-05-23,2024-06-01,SUP008,PRD017,WH005,50,48,22.41,1120.58,Delivered,Very Late,9.0,4.8,1,Paid,Sea Freight,2024,5,May,2,2024-05,30.0,96.0,0,Mumbai Plastics Inc.,India,C,Plastics,Thermal Insulation Foam,Plastics,Jubail Chemical Storage,Jubail
PO00079,2023-03-04,2023-03-28,2023-04-04,SUP008,PRD017,WH004,300,288,22.16,6647.1,Delivered,Very Late,7.0,3.1,3,Paid,Express Courier,2023,3,March,1,2023-03,31.0,96.0,0,Mumbai Plastics Inc.,India,C,Plastics,Thermal Insulation Foam,Plastics,Dubai Free Zone Hub,Dubai
PO00080,2024-06-27,2024-07-19,,SUP005,PRD019,WH005,100,0,4.81,481.03,In Transit,Pending,,,0,Pending,Sea Freight,2024,6,June,2,2024-06,,0.0,0,Nile Textiles Co.,Egypt,B,Textiles,Polyester Thread 1000m,Textiles,Jubail Chemical Storage,Jubail
PO00081,2024-11-01,2024-11-18,2024-11-18,SUP011,PRD011,WH004,100,93,100.04,10003.72,Delivered,On Time,0.0,3.6,1,Paid,Rail,2024,11,November,4,2024-11,17.0,93.0,0,Oman Mineral Resources,Oman,B,Raw Materials,Copper Wire Spool 500m,Raw Materials,Dubai Free Zone Hub,Dubai
PO00082,2023-03-10,2023-03-26,2023-03-25,SUP002,PRD002,WH001,1000,956,3.46,3456.68,Delivered,On Time,0.0,4.3,19,Pending,Sea Freight,2023,3,March,1,2023-03,15.0,95.6,0,Gulf Packaging Ltd.,Saudi Arabia,A,Packaging,Corrugated Box 40x30,Packaging,Riyadh Central Warehouse,Riyadh
PO00083,2023-10-22,2023-10-28,,SUP010,PRD010,WH003,200,0,11.68,2335.7,Cancelled,Cancelled,,,0,Cancelled,Rail,2023,10,October,4,2023-10,,0.0,0,Bahrain Logistics Hub,Bahrain,B,Packaging,Bubble Wrap Roll 100m,Packaging,Dammam Industrial Store,Dammam
PO00084,2023-08-18,2023-09-17,,SUP014,PRD014,WH003,300,0,62.87,18861.04,Cancelled,Cancelled,,,0,Cancelled,Road Transport,2023,8,August,3,2023-08,,0.0,0,Italian Leather Supplies,Italy,A,Textiles,Premium Leather Sheet,Textiles,Dammam Industrial Store,Dammam
